train/epoch,train/Log Prob,train/KL,train/loss,debug/MSE improvement over random Mean,debug/MSE improvement over random Std,debug/MSE improvement over random Max,debug/MSE improvement over random Min,debug/MSE of random decoding Mean,debug/MSE of random decoding Std,debug/MSE of random decoding Max,debug/MSE of random decoding Min,debug/MSE of reconstruction,test/Log Prob,test/KL,test/loss,beta
79,-2444.4435766601564,68.01601051330566,2449.757333984375,0.1075767,0.027082471,0.16436173,0.055478394,0.11126604,0.23299296,1.0,0.0,0.0036893233,-2465.912158203125,68.29471054077149,2471.247705078125,0.078125
80,-2443.229489746094,68.19788459777833,2448.557448730469,0.09431898,0.028160136,0.152562,0.036404762,0.097286396,0.22154684,1.0,0.0,0.0029674172,-2465.33349609375,68.34606094360352,2470.672998046875,0.078125
81,-2443.3208154296876,68.13173645019532,2448.6436010742186,0.09074754,0.028613262,0.17001352,0.039971396,0.09375021,0.21906683,1.0,0.0,0.003002673,-2464.8210693359374,67.38577804565429,2470.0856201171873,0.078125
82,-2443.234208984375,67.82710327148438,2448.5332080078124,0.10148397,0.02574652,0.15711601,0.038808633,0.1086227,0.23602113,1.0,0.0,0.007138729,-2466.71064453125,67.53179016113282,2471.986572265625,0.078125
83,-2442.604772949219,67.61270301818848,2447.887021484375,0.0967882,0.022617389,0.15435183,0.052596185,0.10061167,0.2272153,1.0,0.0,0.0038234622,-2465.003173828125,67.05890655517578,2470.2421630859376,0.078125
84,-2441.9567456054688,67.52019874572754,2447.2317529296874,0.08205854,0.028405128,0.16821048,0.024778353,0.08659195,0.21459554,1.0,0.0,0.004533401,-2464.0115234375,67.3381362915039,2469.2723388671875,0.078125
85,-2441.7760815429688,67.43447288513184,2447.044404296875,0.10697339,0.025958275,0.15019876,0.05296874,0.10964626,0.23813261,1.0,0.0,0.0026728876,-2462.33095703125,67.58921432495117,2467.611376953125,0.078125
86,-2442.3301025390624,67.45629760742187,2447.600126953125,0.10027643,0.028025825,0.192282,0.0292799,0.10294345,0.23534873,1.0,0.0,0.002667038,-2465.2324951171877,67.15996856689453,2470.4793701171875,0.078125
87,-2442.4260205078126,67.07877136230469,2447.6665478515624,0.10207212,0.030192943,0.18925647,0.04684426,0.10475818,0.23733948,1.0,0.0,0.002686047,-2463.0769287109374,66.24650115966797,2468.25244140625,0.078125
88,-2441.367392578125,66.83051696777343,2446.588525390625,0.099673346,0.028783027,0.14645417,0.03031901,0.10229152,0.23437902,1.0,0.0,0.0026181738,-2464.4708251953125,66.31828536987305,2469.6519287109377,0.078125
89,-2440.8163330078123,66.76453475952148,2446.032321777344,0.10167667,0.028220063,0.16995226,0.031916693,0.10424062,0.23328835,1.0,0.0,0.0025639557,-2463.23134765625,66.4380386352539,2468.421826171875,0.078125
90,-2441.18982421875,66.75954727172852,2446.4054125976563,0.09372915,0.028138388,0.2076517,0.03268961,0.095662415,0.22812675,1.0,0.0,0.0019332673,-2462.56845703125,66.18671798706055,2467.739306640625,0.078125
91,-2441.0208569335937,66.50267044067382,2446.2163745117186,0.102063715,0.028642258,0.18469805,0.054446213,0.104443565,0.23410591,1.0,0.0,0.0023798584,-2465.3957763671874,66.10381774902343,2470.5601318359377,0.078125
92,-2440.846188964844,66.56773551940918,2446.046799316406,0.09460445,0.028517693,0.16155267,0.031231415,0.09769709,0.22801894,1.0,0.0,0.0030926503,-2461.6586669921876,65.8977180480957,2466.806884765625,0.078125
93,-2439.9764013671875,66.43392417907715,2445.1665625,0.096799135,0.02919114,0.17423011,0.025469877,0.1012754,0.22902396,1.0,0.0,0.00447625,-2465.157666015625,65.7501350402832,2470.2944091796876,0.078125
94,-2439.4887255859376,66.42845664978027,2444.6784399414064,0.085037045,0.027621306,0.14761505,0.023566438,0.0884457,0.220314,1.0,0.0,0.0034086446,-2462.8419921875,66.21646652221679,2468.015185546875,0.078125
95,-2439.45400390625,66.3378042602539,2444.636643066406,0.0976558,0.02509574,0.14877103,0.041749828,0.100286596,0.22699964,1.0,0.0,0.0026307823,-2460.738037109375,66.10002517700195,2465.9020751953126,0.078125
96,-2439.2719604492186,66.09116889953613,2444.4353369140626,0.090142846,0.03948256,0.18565379,0.015194574,0.093552634,0.22516766,1.0,0.0,0.0034097792,-2461.70146484375,65.63874969482421,2466.8294921875,0.078125
97,-2439.7817700195315,66.25246734619141,2444.9577490234374,0.088103145,0.032984015,0.20289432,0.020202847,0.09038728,0.22282988,1.0,0.0,0.0022841312,-2462.572412109375,65.73049545288086,2467.7075927734377,0.078125
98,-2438.55162109375,65.82963096618653,2443.6945654296874,0.098250076,0.032434598,0.19924085,0.03577914,0.10496835,0.23839252,1.0,0.0,0.006718265,-2461.6678466796875,65.04497604370117,2466.74951171875,0.078125
99,-2438.1373999023435,65.90492988586426,2443.2862353515625,0.100928605,0.028291719,0.14877275,0.03874672,0.103267066,0.2305653,1.0,0.0,0.0023384765,-2463.4537353515625,65.36144180297852,2468.5601318359377,0.078125
100,-2438.786223144531,65.8089242553711,2443.927548828125,0.09972571,0.029565632,0.17369175,0.045302764,0.10173098,0.23193286,1.0,0.0,0.0020052758,-2462.03740234375,65.00578689575195,2467.116015625,0.078125
101,-2438.2403735351563,65.7295834350586,2443.375485839844,0.10055709,0.024272563,0.156843,0.045460273,0.10370178,0.23701663,1.0,0.0,0.00314469,-2461.493212890625,65.2801498413086,2466.593212890625,0.078125
102,-2438.446154785156,65.50232841491699,2443.5635229492186,0.09018431,0.030097414,0.16379939,0.025163384,0.09288425,0.22473183,1.0,0.0,0.0026999277,-2461.4029296875,64.95975341796876,2466.4779052734375,0.078125
103,-2439.0812451171873,65.43478462219238,2444.19333984375,0.0844557,0.028318409,0.1560153,0.023228722,0.08735862,0.21613683,1.0,0.0,0.0029029113,-2462.8265625,65.23142700195312,2467.92275390625,0.078125
104,-2438.4148291015626,65.34088165283202,2443.5195849609377,0.092955485,0.030400809,0.16933203,0.042006705,0.095193274,0.22525728,1.0,0.0,0.0022377775,-2462.441162109375,64.46434860229492,2467.4774169921875,0.078125
105,-2437.720087890625,65.37703834533691,2442.8276708984376,0.095170215,0.035856634,0.18907999,0.027192017,0.097349875,0.22606622,1.0,0.0,0.0021796557,-2462.01025390625,64.89041137695312,2467.0798095703126,0.078125
106,-2438.0133203125,65.1482629776001,2443.1030419921876,0.08015829,0.03894541,0.20262143,0.01852343,0.08479204,0.21619058,1.0,0.0,0.0046337605,-2461.0366455078124,64.7123405456543,2466.0923095703124,0.078125
